GATE_BL_GW: 2569.112><98.97736><1882.812><161.4328><1><><48><35
Connection: BL_F02,BL_C09,9,7,4,108,3,1
Connection: BL_A05,BL_D05,28,4,28,134,2,0
Connection: BL_A09,BL_D02,9,32,79,14,1,0
Connection: BL_C05,BL_B07,20,108,10,11,1,3
Connection: BL_C05,BL_B03,6,2,5,74,3,1
Connection: BL_B03,BL_F03,2,52,146,49,2,0
Connection: BL_B03,BL_C07_SAINT,23,5,36,109,3,1
Connection: BL_A15,BL_B07,2,27,57,3,2,3
Connection: BL_B07,BL_S04,25,27,24,24,3,1
Connection: BL_D02,BL_D04,10,29,219,27,3,3
Connection: BL_C06,BL_C08,8,109,24,37,1,3
Connection: BL_C06,BL_C09,51,102,6,6,0,2
Connection: BL_C06,BL_D03,52,22,5,21,0,2
Connection: BL_D04,BL_C08,213,15,24,74,3,1
Connection: BL_B08,BL_C07_SAINT,4,30,42,103,2,1
Connection: BL_D03,BL_C07_SAINT,198,30,3,107,0,2
Connection: BL_D05,BL_F03,43,10,106,49,0,2
Connection: BL_F03,BL_FG1,4,49,95,9,2,0
Connection: BL_FG1,BL_FG2,3,24,45,12,2,0
Connection: BL_TM02,BL_TM03,88,20,37,32,3,1
Connection: BL_TM02,BL_TM01,30,10,117,53,3,3
Connection: BL_TM03,BL_TM01,11,14,115,23,2,0
Connection: BL_TM01,BL_TM04,23,17,37,25,2,0
Connection: BL_TM04,GATE_BL_TM,8,14,45,13,2,0
