GATE_SB_SL: -2089.835><-286.7726><-1967.126><-784.322><0><><48><35
SL_SK02: -2109.406><-305.1208><-0.002069236><-0.001930709><1><><48><121
SL_SK03: -2366.406><-77.12096><-0.002069236><-0.001930709><1><><204><35
SL_SK04: -2701.406><-155.1208><-0.002069236><-0.001930709><1><><100><35
SL_SK05: -2860.406><-84.12094><-0.002069236><-0.001930709><1><><48><35
SL_SKS1: -2933.406><-170.1209><-0.002069236><-0.001930709><2><><48><35
GATE_SL_SK: -2897.406><-159.1208><-0.002069236><-0.001930709><1><><48><35
SL_4B: -272.4059><-255.1208><-0.002069236><-0.001930709><0><><52><34
GATE_4B_SL: -130.406><-238.1208><-0.002069236><-0.001930709><0><><48><35
OffScreenDen_SL: -1385.291><-146.0213><-1640.518><-194.2237><1><Shoreline><0><0
Connection: GATE_SB_SL,SL_D05,36,5,5,31,3,2
Connection: GATE_GW_SL,SL_A08,36,5,9,32,3,1
Connection: SL_A08,SL_S07,4,18,29,18,2,0
Connection: SL_A08,SL_C12,47,15,2,17,0,2
Connection: SL_C12,SL_F01,143,17,6,58,0,2
Connection: SL_A14,SL_B02SAINT,23,33,31,13,1,3
Connection: SL_A14,SL_A17,2,4,44,4,2,0
Connection: SL_A14,SL_E03,40,4,5,4,0,2
Connection: SL_E03,SL_H03,230,30,57,8,1,3
Connection: SL_E03,SL_S11,173,9,22,17,3,1
Connection: SL_A02,SL_C01,10,28,40,76,3,0
Connection: SL_A02,SL_B02SAINT,35,28,12,30,3,3
Connection: SL_A02,SL_A17,7,10,8,27,3,1
Connection: SL_C01,SL_B01,9,53,42,16,3,3
Connection: SL_C01,SL_A13,24,21,16,33,3,1
Connection: SL_A13,SL_A04,16,2,28,31,3,1
Connection: SL_B01,SL_D06,3,29,194,14,3,3
Connection: SL_F01,SL_C08,189,62,27,112,3,1
Connection: SL_F01,SL_C02,171,22,14,9,3,3
Connection: SL_C02,SL_D06,55,18,24,22,3,3
Connection: SL_C02,SL_C10,102,15,30,112,3,1
Connection: SL_C02,SL_F02,158,8,3,57,3,3
Connection: SL_C10,SL_AB02,5,32,40,12,2,0
Connection: SL_C10,SL_A10,49,30,3,18,0,2
Connection: SL_A10,SL_D02,44,18,4,63,0,2
Connection: SL_F02,SL_S05,64,64,9,19,3,2
Connection: SL_F02,SL_D06,62,64,113,31,3,3
Connection: SL_F02,SL_D04,127,49,24,62,3,3
Connection: SL_F02,SL_moddedsaint,87,24,32,29,3,1
Connection: SL_D06,SL_AB03,10,14,145,13,3,3
Connection: SL_D04,SL_A12,34,63,10,31,3,1
Connection: SL_D04,SL_H02,70,61,31,66,3,3
Connection: SL_A12,SL_A04,27,3,21,31,3,1
Connection: SL_H03,SL_C09,425,23,4,17,0,2
Connection: SL_H03,SL_C07,143,31,20,112,3,1
Connection: SL_H03,SL_H02,38,11,180,51,3,3
Connection: SL_C09,SL_A16,151,32,43,3,1,3
Connection: SL_A16,SL_S10,4,26,30,26,2,0
Connection: SL_A16,SL_I01,43,13,4,62,0,2
Connection: SL_I01,SL_A15,144,66,3,21,0,2
Connection: SL_A15,SL_S06,43,32,31,20,1,0
Connection: SL_A15,SL_AI,44,3,2,30,0,1
Connection: SL_AI,SL_MOONTOP,76,32,27,13,1,3
Connection: SL_C08,SL_C05,42,42,6,31,0,2
Connection: SL_C08,SL_SK01,5,16,93,5,2,0
Connection: SL_C05,SL_S09,155,31,13,31,0,2
Connection: SL_C05,SL_C04,159,20,4,28,0,2
Connection: SL_C04,SL_D01,26,112,12,58,1,3
Connection: SL_D01,SL_D02,82,63,23,145,3,1
Connection: SL_D01,SL_ECNIUS01,32,23,25,66,3,1
Connection: SL_D02,SL_D03,49,63,2,60,0,2
Connection: SL_D02,SL_TUNNELA,4,18,245,14,2,0
Connection: SL_D03,SL_A04,42,72,9,10,2,0
Connection: SL_D03,SL_A03,8,72,44,27,2,0
Connection: SL_D03,SL_A07,92,70,11,18,0,2
Connection: SL_A07,SL_E01,39,23,4,86,0,2
Connection: SL_A04,SL_S03,4,29,23,12,2,3
Connection: SL_A04,SL_A11,35,31,4,5,1,3
Connection: SL_A04,SL_4B,45,18,7,14,0,2
Connection: SL_E01,SL_B04,21,204,23,98,1,3
Connection: SL_E01,SL_C03,11,165,23,100,2,3
Connection: SL_E01,SL_A05,45,66,4,13,0,2
Connection: SL_E01,GATE_UB_SL,45,35,45,12,3,0
Connection: SL_B04,SL_C03,33,62,42,114,3,3
Connection: SL_C03,SL_A11,16,23,31,32,3,1
Connection: SL_A05,SL_ECNIUS02,4,30,44,6,2,0
Connection: SL_A05,SL_N01,21,30,2,18,0,2
Connection: SL_A05,SL_E02,42,29,7,30,0,2
Connection: SL_E02,SL_H02,44,30,78,11,0,3
Connection: SL_E02,SL_S08,240,32,35,10,1,3
Connection: SL_E02,SL_C07,248,18,1,28,0,2
Connection: SL_C07,SL_C14,46,28,3,95,0,2
Connection: SL_A03,SL_C06SAINT,3,30,141,27,2,0
Connection: SL_S04,SL_C06SAINT,24,13,92,30,3,0
Connection: SL_A06,SL_D05,2,17,201,16,2,0
Connection: SL_A06,SL_C06SAINT,45,17,2,15,0,2
Connection: GATE_SL_MS,SL_ROOF03,2,9,209,24,2,0
Connection: GATE_MS_SL,SL_WALL05,2,9,130,21,2,0
Connection: GATE_MS_SL,SL_S15,11,5,16,27,3,2
Connection: GATE_SL_CL,SL_C16,2,9,133,20,2,3
Connection: GATE_SL_VS,SL_TUNNELA,40,23,10,30,0,2
Connection: SL_C14,SL_C15,43,19,4,91,0,2
Connection: SL_C15,SL_WALL02,17,8,13,31,3,1
Connection: SL_WALL02,SL_WALL05,146,34,21,21,0,2
Connection: SL_ECNIUS01,SL_ECNIUS03,94,16,3,13,0,2
Connection: SL_ECNIUS02,SL_ECNIUS03,3,22,95,25,2,0
Connection: SL_ROOF04,SL_ACCSHAFT,23,145,20,5,2,3
Connection: SL_ROOF04,SL_MOONTOP,31,11,27,75,3,1
Connection: SL_ACCSHAFT,SL_ROOF03,186,28,184,13,1,3
Connection: SL_ROOF03,SL_TEMPLE,7,50,103,49,2,0
Connection: SL_TEMPLE,SL_ROOF01,5,10,298,7,2,0
Connection: SL_TEMPLE,SL_STOP,39,8,24,20,3,0
Connection: SL_ROOF01,SL_WALL06,5,21,41,34,2,0
Connection: SL_C16,SL_I02,3,23,147,59,2,0
Connection: SL_I02,SL_B10,4,18,42,56,2,3
Connection: SL_I02,SL_SCRUSHED,74,12,12,30,3,1
Connection: SL_B10,SL_B11,6,4,89,16,2,3
Connection: SL_B11,SL_B02SAINT,44,5,198,28,3,1
Connection: GATE_OA_SL,SL_modded2,44,12,16,27,0,2
Connection: SL_modded1,SL_modded2,21,36,148,25,1,3
Connection: SL_TUNNELA,SH_A20,102,26,22,32,0,1
Connection: SH_A20,GATE_RW_SL,43,5,2,9,0,2
Connection: GATE_AB_SL,SL_AB03,45,9,2,16,0,2
Connection: GATE_SL_AB,SL_AB01,45,9,13,20,0,2
Connection: SL_AB01,SL_AB02,38,108,6,17,0,2
Connection: GATE_SL_US,SL_N01,11,19,58,9,1,0
Connection: SL_SK01,SL_SK02,2,20,46,32,2,0
Connection: SL_SK02,SL_SK03,20,112,186,16,1,3
Connection: SL_SK03,SL_SK04,19,16,79,31,3,1
Connection: SL_SK04,SL_SK05,10,27,37,7,1,3
Connection: SL_SK05,SL_SKS1,10,7,34,31,3,1
Connection: SL_SK05,GATE_SL_SK,24,5,36,19,3,1
Connection: SL_4B,GATE_4B_SL,44,17,2,12,0,2
