GATE_DS_SB: 638.1884><325.6082><510.6176><276.9495><2><><48><35
SB_G04: 1294.657><-322.7831><841.8679><-332.6287><2><Filtration System><247><72
SB_E05SAINT: -31.81678><-1303.632><-220.0101><-158.3393><1><><48><79
SB_GOR01: -1849.554><345.0504><-1364.031><379.5242><1><Subterranean><192><35
SB_GOR02SAINT: -2046.817><505.3677><-220.0101><-158.3393><1><><146><44
SB_TESTB: -934.6461><470.2739><-632.5392><604.2239><2><Subterranean><105><35
SB_TESTC: -87.64551><460.2739><-145.5387><598.2239><2><Subterranean><148><35
SB_C02: -542.2668><415.7744><-436.5536><497.4507><2><Subterranean><152><35
SB_TOPSIDE: -1022.352><1300.78><-713.1002><1157.016><1><><96><35
SB_S09: -904.4266><1248.228><-502.7561><1155.078><1><><48><35
SB_J10: -289.953><-124.2245><-1098.289><-292.5527><1><><504><35
SB_C11: -1283.292><25.21951><-1217.416><-284.2555><1><><48><114
SB_TM01: -389.1167><719.4689><-220.0101><-386.3393><0><><48><114
SB_TM06: -281.1167><449.4689><-220.0101><-318.3393><0><><48><80
SB_TM03: -236.1167><851.4689><-220.0101><-232.3393><0><><48><37
SB_TM02: -497.1167><674.4689><-220.0101><-232.3393><0><><48><37
SB_TM04: -617.1166><803.4689><-220.0101><-306.3393><0><><100><74
SB_TM05: -812.1166><884.4689><-220.0101><-306.3393><0><><48><74
GATE_SB_TM: -920.1166><1016.469><-220.0101><-228.3393><0><><48><35
GATE_HC_SB: 537.8843><810.4689><-218.6657><-159.0447><0><><48><35
SB_HC1: 509.8835><754.4689><-218.6657><-159.0447><0><><48><35
SB_HC2: 532.8835><774.4689><-218.6657><-159.0447><0><><152><35
SB_HC4: 308.8834><707.4689><-218.6657><-159.0447><0><><48><35
SB_HC5: 320.8834><742.4689><-218.6657><-159.0447><0><><194><35
GATE_SB_FR: 4567.883><339.4688><-218.6657><-159.0447><0><><48><35
SB_FR01: 3907.882><318.4688><-218.6657><-159.0447><0><><412><35
GATE_RW_SB: -1007.116><-1142.531><-218.6657><-159.0447><2><><48><35
SB_S08: -870.1166><-1064.53><-218.6657><-159.0447><2><><48><35
GATE_FT_SB: 338.8833><455.4689><-218.6657><-159.0447><2><><48><35
SB_SE01: 1906.883><330.4688><-218.6657><-159.0447><0><><101><45
SB_SE02: 1453.884><407.4688><-218.6657><-159.0447><2><><200><85
SB_SE03: 788.8834><440.4688><-218.6657><-159.0447><2><><252><35
SB_SE04: 383.8833><515.4689><-218.6657><-159.0447><2><><48><35
GATE_SB_DP: 424.8833><316.4688><-218.6657><-159.0447><0><><48><35
SB_DP1: -70.11666><70.46868><-218.6657><-159.0447><0><><60><35
SB_DP2: 185.8834><183.4687><-218.6657><-159.0447><0><><111><111
SB_4B: 286.8834><180.4687><-218.6657><-159.0447><1><><52><34
GATE_4B_SB: 436.8835><197.4687><-218.6657><-159.0447><1><><48><35
OffScreenDen_SB: -984.0865><-685.8088><534.9409><128.9041><1><Subterranean><0><0
Connection: GATE_DS_SB,SB_D04,11,5,42,142,3,0
Connection: GATE_SB_SL,SB_G02,11,19,322,1,1,3
Connection: GATE_LF_SB,SB_F03,2,9,44,206,2,3
Connection: SB_F03,SB_TOPSIDE,44,226,11,10,1,3
Connection: SB_F03,SB_A10,44,139,5,12,3,2
Connection: SB_F03,SB_A09,10,56,45,16,2,0
Connection: SB_F03,SB_H03,38,16,130,75,3,2
Connection: SB_A09,SB_H03,6,3,7,72,3,2
Connection: SB_H03,SB_TESTB,130,47,11,14,3,3
Connection: SB_H03,SB_GOR01,4,9,181,5,2,0
Connection: SB_H03,SB_H02,196,9,6,47,0,2
Connection: SB_H03,SB_C11,86,3,24,108,3,1
Connection: SB_S06,SB_GOR01,42,2,155,11,0,2
Connection: SB_H02,SB_E04,199,47,5,12,0,2
Connection: SB_H02,SB_A03,199,21,3,11,0,2
Connection: SB_H02,SB_A04,11,20,48,27,2,0
Connection: SB_A04,SB_A13,3,25,45,25,2,0
Connection: SB_A04,SB_A01,48,6,3,17,0,2
Connection: SB_A01,SB_A11,6,4,5,21,3,1
Connection: SB_A01,SB_C01,48,7,5,4,0,3
Connection: SB_A11,SB_B01,45,16,8,13,0,3
Connection: SB_B01,SB_S07,34,19,24,16,3,1
Connection: SB_B01,SB_A12,96,2,3,9,3,2
Connection: SB_A12,SB_A03,41,29,40,3,0,3
Connection: SB_A12,SB_DP1,45,11,3,6,0,2
Connection: SB_C01,SB_B02,138,10,7,7,3,3
Connection: SB_B02,SB_C05,104,9,27,110,3,1
Connection: SB_C05,SB_I01,25,17,16,115,3,1
Connection: SB_A03,SB_TM06,10,28,25,11,1,3
Connection: SB_A03,SB_E04,46,31,27,8,1,3
Connection: SB_E04,SB_TESTC,107,34,138,10,1,3
Connection: SB_E04,SB_G03,244,12,6,5,0,2
Connection: SB_E04,SB_4B,125,3,7,14,3,2
Connection: SB_E04,SB_C06,128,5,25,115,3,1
Connection: SB_C06,SB_S03,39,76,39,24,3,1
Connection: SB_C06,SB_F02,19,20,21,116,3,1
Connection: SB_F02,SB_D04,98,97,3,10,0,2
Connection: SB_F02,SB_E07,95,35,8,52,0,2
Connection: SB_F02,SB_I01,10,12,68,117,3,1
Connection: SB_D04,SB_S04,2,146,11,13,1,2
Connection: SB_G03,SB_J01,347,5,10,8,0,2
Connection: SB_G03,SB_F01,174,7,95,94,3,0
Connection: SB_F01,SB_J03,70,73,4,19,3,2
Connection: SB_F01,SB_C10,10,12,72,23,3,3
Connection: SB_J01,SB_E02,239,43,4,7,0,2
Connection: SB_J01,SB_C07,175,8,19,8,3,3
Connection: SB_E02,SB_G02,247,26,3,25,0,2
Connection: SB_E02,SB_J02,11,2,7,69,3,1
Connection: SB_G02,SB_S05,354,7,14,6,0,2
Connection: SB_C07,SB_J02,146,6,5,49,0,2
Connection: SB_C07,SB_SE01,9,7,93,9,3,3
Connection: SB_J02,SB_J03,232,68,500,34,1,1
Connection: SB_J02,SB_FR01,249,64,6,20,0,2
Connection: SB_J03,SB_S02,423,10,11,17,2,1
Connection: SB_I01,SB_S01,84,117,32,25,1,0
Connection: SB_I01,SB_E07,146,115,3,5,1,2
Connection: SB_I01,SB_D06,13,16,23,144,3,3
Connection: SB_D06,SB_E05SAINT,26,15,24,61,3,1
Connection: GATE_SB_VS,SB_G04,1,10,237,54,2,0
Connection: SB_E07,SB_C10,132,70,92,5,3,3
Connection: SB_E07,SB_B04,105,60,15,64,3,1
Connection: SB_B04,SB_G04,31,19,23,6,1,3
Connection: SB_B04,SB_S10,38,20,17,18,1,2
Connection: SB_C10,SB_J10,3,31,494,29,1,0
Connection: SB_C10,SB_G04,108,11,23,60,3,1
Connection: SB_GOR01,SB_GOR02SAINT,70,28,70,12,1,3
Connection: SB_TESTB,SB_C02,95,2,4,13,3,3
Connection: SB_TESTC,SB_C02,5,4,142,13,3,0
Connection: SB_TOPSIDE,SB_S09,75,5,16,18,3,2
Connection: SB_J10,SB_C11,9,29,30,18,2,0
Connection: SB_TM01,SB_TM03,39,92,15,18,0,2
Connection: SB_TM01,SB_TM04,19,89,92,56,2,0
Connection: SB_TM01,SB_TM02,18,49,36,11,2,0
Connection: SB_TM01,SB_TM06,23,12,7,58,3,2
Connection: SB_TM02,SB_TM04,12,29,69,4,1,0
Connection: SB_TM04,SB_TM05,8,46,31,19,2,0
Connection: SB_TM05,GATE_SB_TM,22,62,45,9,1,0
Connection: GATE_HC_SB,SB_HC1,2,9,45,25,2,0
Connection: SB_HC1,SB_HC2,12,31,119,7,1,3
Connection: SB_HC2,SB_HC5,5,9,174,9,2,0
Connection: SB_HC4,SB_HC5,26,31,22,11,1,3
Connection: GATE_SB_FR,SB_FR01,2,12,397,19,2,0
Connection: GATE_RW_SB,SB_S08,44,9,11,9,0,3
Connection: GATE_FT_SB,SB_SE04,36,19,35,9,1,3
Connection: GATE_FT_SB,SB_SE03,43,9,18,14,0,2
Connection: SB_SE01,SB_SE02,4,10,195,10,2,0
Connection: SB_SE02,SB_SE03,7,44,239,8,2,0
Connection: GATE_SB_DP,SB_DP2,2,9,105,91,2,0
Connection: SB_DP1,SB_DP2,55,7,3,7,0,2
Connection: SB_4B,GATE_4B_SB,44,17,2,12,0,2
