GATE_DS_SB: 740.6248><412.2609><730.8189><444.7263><2><><48><35
SB_HC5: 299.3199><585.1215><1.535808><8.731961><0><><194><35
GATE_SB_FR: 4670.319><426.1215><1.535808><8.731961><0><><48><35
SB_FR01: 4010.318><405.1215><1.535808><8.731961><0><><412><35
GATE_RW_SB: -904.6801><-1055.878><1.535808><8.731961><2><><48><35
SB_S08: -767.6803><-977.877><1.535808><8.731961><2><><48><35
GATE_FT_SB: 441.3198><542.1216><1.535808><8.731961><2><><48><35
SB_SE01: 2009.319><417.1215><1.535808><8.731961><0><><101><45
SB_SE02: 1556.32><494.1216><1.535808><8.731961><2><><200><85
SB_SE03: 891.3197><527.1216><1.535808><8.731961><2><><252><35
SB_SE04: 486.3197><602.1215><1.535808><8.731961><2><><48><35
GATE_SB_DP: 617.3197><403.1215><1.535808><8.731961><0><><48><35
SB_DP1: 125.3198><157.1215><1.535808><8.731961><0><><60><35
SB_DP2: 378.3199><271.1215><1.535808><8.731961><0><><111><111
SB_4B: 389.3199><267.1215><1.535808><8.731961><1><><52><34
GATE_4B_SB: 539.3199><284.1215><1.535808><8.731961><1><><48><35
OffScreenDen_SB: -881.6501><-599.1561><755.1422><296.681><1><Subterranean><0><0
Connection: GATE_DS_SB,SB_D04,11,5,42,142,3,0
Connection: GATE_SB_SL,SB_G02,11,19,322,1,1,3
Connection: GATE_LF_SB,SB_F03,2,9,44,206,2,3
Connection: SB_F03,SB_TOPSIDE,44,226,11,10,1,3
Connection: SB_F03,SB_A10,44,139,5,12,3,2
Connection: SB_F03,SB_A09,10,56,45,16,2,0
Connection: SB_F03,SB_H03,38,16,130,75,3,2
Connection: SB_A09,SB_H03,6,3,7,72,3,2
Connection: SB_H03,SB_TESTB,130,47,11,14,3,3
Connection: SB_H03,SB_GOR01,4,9,181,5,2,0
Connection: SB_H03,SB_H02,196,9,6,47,0,2
Connection: SB_H03,SB_C11,86,3,24,108,3,1
Connection: SB_S06,SB_GOR01,42,2,155,11,0,2
Connection: SB_H02,SB_E04,199,47,5,12,0,2
Connection: SB_H02,SB_A03,199,21,3,11,0,2
Connection: SB_H02,SB_A04,11,20,48,27,2,0
Connection: SB_A04,SB_A13,3,25,45,25,2,0
Connection: SB_A04,SB_A01,48,6,3,17,0,2
Connection: SB_A01,SB_A11,6,4,5,21,3,1
Connection: SB_A01,SB_C01,48,7,5,4,0,3
Connection: SB_A11,SB_B01,45,16,8,13,0,3
Connection: SB_B01,SB_S07,34,19,24,16,3,1
Connection: SB_B01,SB_A12,96,2,3,9,3,2
Connection: SB_A12,SB_A03,41,29,40,3,0,3
Connection: SB_A12,SB_DP1,45,11,3,6,0,2
Connection: SB_C01,SB_HC3,146,19,69,3,0,3
Connection: SB_C01,SB_B02,138,10,7,7,3,3
Connection: SB_B02,SB_C05,104,9,27,110,3,1
Connection: SB_C05,SB_I01,25,17,16,115,3,1
Connection: SB_A03,SB_TM06,10,28,25,11,1,3
Connection: SB_A03,SB_E04,46,31,27,8,1,3
Connection: SB_E04,SB_TESTC,107,34,138,10,1,3
Connection: SB_E04,SB_G03,244,12,6,5,0,2
Connection: SB_E04,SB_4B,125,3,7,14,3,2
Connection: SB_E04,SB_C06,128,5,25,115,3,1
Connection: SB_C06,SB_S03,39,76,39,24,3,1
Connection: SB_C06,SB_F02,19,20,21,116,3,1
Connection: SB_F02,SB_D04,98,97,3,10,0,2
Connection: SB_F02,SB_E07,95,35,8,52,0,2
Connection: SB_F02,SB_I01,10,12,68,117,3,1
Connection: SB_D04,SB_S04,2,146,11,13,1,2
Connection: SB_G03,SB_J01,347,5,10,8,0,2
Connection: SB_G03,SB_F01,174,7,95,94,3,0
Connection: SB_F01,SB_J03,70,73,4,19,3,2
Connection: SB_F01,SB_C10,10,12,72,23,3,3
Connection: SB_J01,SB_E02,239,43,4,7,0,2
Connection: SB_J01,SB_C07,175,8,19,8,3,3
Connection: SB_E02,SB_G02,247,26,3,25,0,2
Connection: SB_E02,SB_J02,11,2,7,69,3,1
Connection: SB_G02,SB_S05,354,7,14,6,0,2
Connection: SB_C07,SB_J02,146,6,5,49,0,2
Connection: SB_C07,SB_SE01,9,7,93,9,3,3
Connection: SB_J02,SB_J03,232,68,500,34,1,1
Connection: SB_J02,SB_FR01,249,64,6,20,0,2
Connection: SB_J03,SB_S02,423,10,11,17,2,1
Connection: SB_I01,SB_S01,84,117,32,25,1,0
Connection: SB_I01,SB_E07,146,115,3,5,1,2
Connection: SB_I01,SB_D06,13,16,23,144,3,3
Connection: SB_D06,SB_E05,26,15,224,17,3,1
Connection: SB_E05,SB_A14,2,18,48,18,2,0
Connection: SB_A14,SB_D02,3,24,200,24,2,0
Connection: SB_D02,SB_E03,3,5,251,6,2,0
Connection: SB_D02,SB_A05,74,5,41,32,3,1
Connection: SB_D02,SB_A02,133,8,11,6,3,3
Connection: SB_A02,SB_J04,3,29,252,55,2,0
Connection: SB_A02,GATE_RW_SB,46,16,36,19,0,1
Connection: SB_J04,SB_B03,3,54,44,55,2,0
Connection: SB_J04,SB_A08,8,8,44,3,2,0
Connection: SB_J04,SB_A06,165,10,43,33,3,1
Connection: SB_A08,SB_B03,3,11,44,16,2,0
Connection: SB_B03,SB_D03,1,19,195,22,2,0
Connection: SB_B03,SB_A07,43,3,5,33,3,1
Connection: SB_A07,SB_E03,45,30,3,6,0,2
Connection: SB_E03,SB_D05,141,7,10,3,0,2
Connection: SB_D05,SB_A06,95,2,4,30,0,2
Connection: SB_D05,SB_A05,186,3,2,32,0,2
Connection: SB_D03,SB_D07,14,3,37,145,3,1
Connection: SB_D07,SB_D01,40,11,2,65,0,2
Connection: SB_D01,SB_C08,95,11,3,5,0,2
Connection: SB_C08,SB_E01,149,5,3,5,0,2
Connection: SB_E01,SB_E06,245,5,5,7,0,2
Connection: SB_E06,SB_C09,263,17,5,99,0,2
Connection: SB_C09,SB_L01,47,23,3,106,0,2
Connection: GATE_SB_OE,SB_GOR02,45,9,15,12,0,3
Connection: GATE_SB_VS,SB_G04,1,10,237,54,2,0
Connection: SB_E07,SB_C10,132,70,92,5,3,3
Connection: SB_E07,SB_B04,105,60,15,64,3,1
Connection: SB_B04,SB_G04,31,19,23,6,1,3
Connection: SB_B04,SB_S10,38,20,17,18,1,2
Connection: SB_C10,SB_J10,3,31,494,29,1,0
Connection: SB_C10,SB_G04,108,11,23,60,3,1
Connection: SB_GOR01,SB_GOR02,70,28,70,12,1,3
Connection: SB_TESTB,SB_C02,95,2,4,13,3,3
Connection: SB_TESTC,SB_C02,5,4,142,13,3,0
Connection: SB_TOPSIDE,SB_S09,75,5,16,18,3,2
Connection: SB_J10,SB_C11,9,29,30,18,2,0
Connection: SB_TM01,SB_TM03,39,92,15,18,0,2
Connection: SB_TM01,SB_TM04,19,89,92,56,2,0
Connection: SB_TM01,SB_TM02,18,49,36,11,2,0
Connection: SB_TM01,SB_TM06,23,12,7,58,3,2
Connection: SB_TM02,SB_TM04,12,29,69,4,1,0
Connection: SB_TM04,SB_TM05,8,46,31,19,2,0
Connection: SB_TM05,GATE_SB_TM,22,62,45,9,1,0
Connection: GATE_HC_SB,SB_HC1,2,9,45,25,2,0
Connection: SB_HC1,SB_HC2,12,31,119,7,1,3
Connection: SB_HC2,SB_HC5,5,9,174,9,2,0
Connection: SB_HC3,SB_HC4,146,24,21,5,1,3
Connection: SB_HC4,SB_HC5,26,31,22,11,1,3
Connection: GATE_SB_FR,SB_FR01,2,12,397,19,2,0
Connection: GATE_RW_SB,SB_S08,44,9,11,9,0,3
Connection: GATE_FT_SB,SB_SE04,36,19,35,9,1,3
Connection: GATE_FT_SB,SB_SE03,43,9,18,14,0,2
Connection: SB_SE01,SB_SE02,4,10,195,10,2,0
Connection: SB_SE02,SB_SE03,7,44,239,8,2,0
Connection: GATE_SB_DP,SB_DP2,2,9,105,91,2,0
Connection: SB_DP1,SB_DP2,55,7,3,7,0,2
Connection: SB_4B,GATE_4B_SB,44,17,2,12,0,2
